"victim_zip","SpeciesIDDesc","bite_date","BreedIDDesc","GenderIDDesc","color","vaccination_yrs","vaccination_date","AdvIssuedYNDesc","WhereBittenIDDesc","quarantine_date","DispositionIDDesc","head_sent_date","release_date","ResultsIDDesc","datadif","year","month","season","total","class","CountryCode","PlaceName","AdminName1","AdminCode1","AdminName2","AdminCode2","AdminName3","AdminCode3","latitude","longitude","accuracy"
"40242","DOG",2016-08-02,NA,"FEMALE","TAN",1,"2015-08-20 00:00:00",NA,"HEAD",NA,NA,NA,"2016-08-12 00:00:00",NA,NA,2016,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2785,-85.594,4
"40242","DOG",2013-05-27,"ALASK. MALAMUTE","MALE","BRN",1,"2013-07-08 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2785,-85.594,4
"40242","DOG",2010-03-12,NA,"UNKNOWN",NA,NA,NA,"NO","HEAD","2010-03-17 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2785,-85.594,4
"40242","DOG",2011-12-01,NA,NA,NA,NA,NA,"NO","BODY","2011-12-02 00:00:00",NA,NA,NA,NA,NA,2011,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2785,-85.594,4
"40242","DOG",2016-02-27,NA,NA,"GRAY",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2785,-85.594,4
"40243","DOG",2017-02-24,"PIT BULL","MALE","WHT TAN",NA,"2016-10-13 00:00:00",NA,"BODY",NA,NA,NA,"2017-03-06 00:00:00",NA,NA,2017,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2013-03-02,NA,"FEMALE","BLACK",1,"2012-12-31 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2012-04-05,"BOXER","FEMALE","BLACK",3,"2011-10-10 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2012-03-15,NA,NA,NA,NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,2012,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2010-03-23,NA,"MALE","BLK-BRN",3,NA,"NO","HEAD","2010-03-23 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","CAT",2014-04-25,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2014,4,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2015-03-17,"BLACK LAB","FEMALE","BLACK",1,"2015-03-17 00:00:00",NA,"BODY",NA,NA,NA,"2015-03-27 00:00:00",NA,NA,2015,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2015-09-12,"RAT TERRIER","MALE","WHT BLACK",1,"2015-03-23 00:00:00",NA,"BODY",NA,NA,NA,"2015-10-13 00:00:00",NA,NA,2015,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2011-02-16,NA,"MALE","WHITE-BLK",1,"2010-12-23 00:00:00",NA,"BODY","2011-02-17 00:00:00",NA,NA,NA,NA,NA,2011,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2012-05-29,NA,"FEMALE","TAN",1,"2012-03-08 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2010-03-26,NA,"MALE","BLK",NA,NA,"NO","BODY","2010-03-29 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2016-11-20,NA,"FEMALE","TAN",1,"2016-07-01 00:00:00",NA,"BODY",NA,NA,NA,"2016-11-30 00:00:00",NA,NA,2016,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2016-05-01,NA,"MALE",NA,NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2016,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2015-07-28,"GREAT PYRENEESE","MALE","TAN WHITE",1,"2015-05-22 00:00:00",NA,"HEAD",NA,NA,NA,"2015-08-10 00:00:00",NA,NA,2015,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2013-05-02,NA,"FEMALE",NA,1,"2012-09-08 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","CAT",2010-11-27,NA,"UNKNOWN",NA,NA,NA,"YES","BODY","2010-12-01 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,11,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2010-05-19,NA,"MALE","BRINDLE",1,"2009-10-08 00:00:00","NO","BODY","2010-05-21 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2015-08-12,"LABRADOR RETRIV","FEMALE","BROWN",1,"2015-08-13 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2015-08-24 00:00:00",NA,NA,2015,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2017-02-24,"PIT BULL",NA,"WHT BRN",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2017,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2016-02-27,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2016,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2011-09-26,NA,NA,NA,NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2011,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2017-09-05,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2017,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","CAT",2016-03-06,NA,NA,"GRAY",NA,NA,NA,"BODY",NA,NA,NA,NA,"NEGATIVE",NA,2016,3,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2010-03-22,NA,"UNKNOWN","WHITE",NA,NA,"NO","BODY","2010-03-22 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2010-06-25,NA,"UNKNOWN",NA,NA,NA,"YES","BODY","2010-06-25 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2010-09-04,NA,"FEMALE","BLK-BROWN",1,"2010-09-21 00:00:00","NO","BODY","2010-09-08 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2017-06-23,"CANE CORSO","MALE",NA,1,"2017-03-14 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2017-07-03 00:00:00",NA,NA,2017,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","CAT",2010-09-19,NA,"FEMALE","WHITE-BRN",NA,NA,"NO","BODY","2010-09-19 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,9,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2011-02-10,NA,"FEMALE","YELLOW",1,"2010-12-06 00:00:00","NO","HEAD","2011-02-10 00:00:00",NA,NA,NA,NA,NA,2011,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2011-12-03,NA,"MALE","BLK",NA,NA,"NO","BODY","2011-12-05 00:00:00",NA,NA,NA,NA,NA,2011,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2016-01-09,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","CAT",2013-08-22,NA,"FEMALE","GRAY/BROWN",1,"2013-09-07 00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,2013,8,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2010-09-11,NA,"MALE","WHT-BLACK",3,"2010-06-13 00:00:00","NO","BODY","2010-09-13 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2015-08-07,"CHICHAUHUA","FEMALE","BROWN",NA,NA,NA,"BODY",NA,NA,NA,"2015-08-17 00:00:00",NA,NA,2015,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2015-11-25,"AIREDALE TER.","FEMALE","BLK TAN",1,"2015-11-06 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2015-12-08 00:00:00",NA,NA,2015,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","CAT",2011-08-04,NA,"MALE","BLK-WHT",1,"2010-09-15 00:00:00","NO","BODY","2011-08-05 00:00:00",NA,NA,NA,NA,NA,2011,8,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2015-07-21,"LABRADOR RETRIV",NA,"YELLOW",3,"2013-04-01 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2015-08-10 00:00:00",NA,NA,2015,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2010-03-20,NA,"MALE","BLK",1,"2009-09-19 00:00:00","NO","BODY","2010-03-22 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2012-10-09,"LABRADOR RETRIV","MALE","BROWN",NA,"2012-05-09 00:00:00",NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2012,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","CAT",2011-06-25,NA,"FEMALE","GRAY",1,"2011-08-04 00:00:00","NO","BODY","2011-06-27 00:00:00",NA,NA,NA,NA,NA,2011,6,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2011-07-13,NA,NA,NA,NA,NA,"NO","BODY","2011-07-14 00:00:00",NA,NA,NA,NA,NA,2011,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2010-06-22,NA,"FEMALE","GOLDEN",1,"2010-07-10 00:00:00","NO","BODY","2010-06-23 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2011-09-26,NA,"MALE","WHITE-BRN",NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2011,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","CAT",2012-07-06,NA,"MALE","GRAY",1,"2011-10-22 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,7,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2017-04-01,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2017,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2016-01-22,"LABRADOR RETRIV","FEMALE","BLACK",1,"2015-05-23 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2016-02-01 00:00:00",NA,NA,2016,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2016-07-07,"DACHSHUND","MALE","BROWN",3,"2015-11-14 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2016-07-18 00:00:00",NA,NA,2016,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2010-11-17,NA,"UNKNOWN","WHITE",1,"2010-11-17 00:00:00","NO","BODY","2010-11-22 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2010-04-09,NA,"MALE","BLACK",2,"2008-12-30 00:00:00","NO","BODY","2010-04-09 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2011-06-02,NA,NA,NA,NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2011,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2010-03-07,NA,"MALE","BLK-BRN",1,"2009-08-26 00:00:00","NO","BODY","2010-03-11 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","CAT",2010-10-27,NA,"UNKNOWN","BLACK",NA,NA,"YES","BODY","2010-10-28 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,10,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","CAT",2016-03-07,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2016,3,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2012-12-16,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2012,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2017-05-30,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2017,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","CAT",2017-08-08,NA,"FEMALE","GREY BLU",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2017,8,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","CAT",2011-05-04,NA,"MALE","GRAY TABBY",1,"2010-10-08 00:00:00","NO","BODY","2011-05-05 00:00:00",NA,NA,NA,NA,NA,2011,5,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","BAT",2015-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-04,NA,"NEGATIVE",0,2015,7,"summer",232,"wildlife","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2010-03-20,NA,"MALE","WHT-BLK",3,"2009-02-26 00:00:00","NO","BODY","2010-03-23 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2015-03-31,"ROTTWEILER",NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2015,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2011-12-11,NA,"MALE","LIGHT BRN",NA,NA,"NO","BODY","2011-12-12 00:00:00",NA,NA,NA,NA,NA,2011,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","CAT",2016-03-27,NA,"MALE","ORG WHT",NA,NA,NA,"BODY",NA,NA,NA,"2016-04-11 00:00:00",NA,NA,2016,3,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2012-04-17,NA,"MALE","TAN",1,"2012-04-27 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","CAT",2011-03-25,NA,"FEMALE","GREY",1,"2011-04-04 00:00:00","NO","BODY","2011-03-25 00:00:00",NA,NA,NA,NA,NA,2011,3,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2012-12-08,NA,"MALE",NA,3,"2010-12-30 00:00:00",NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2012,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2012-05-29,"GERM SHEPHERD","MALE","RED BLACK",3,"2011-09-15 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2013-12-26,"LABRADOR RETRIV","MALE","BLACK",NA,"2013-09-16 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2010-05-20,NA,"FEMALE","BLK-BRN",1,"2009-08-11 00:00:00","NO","BODY","2010-05-20 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2017-09-03,"PIT BULL","MALE","BRN BLK",NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2017,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2013-09-12,"ENGLISH BULLDOG","FEMALE","FAWN",1,"2013-06-18 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2013-06-02,"GERM SHEPHERD",NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2013,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2017-06-03,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2017,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2017-05-26,NA,"MALE","TAN",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2017,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40243","DOG",2011-08-18,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2011,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2422,-85.5353,4
"40245","DOG",2017-04-13,"DOBERMAN",NA,"BRN BLK",3,"2015-05-26 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2017-04-24 00:00:00",NA,NA,2017,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2015-01-16,"MALTASE","UNKNOWN","WHITE",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2015,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2016-02-27,"PIT BULL","MALE","BRN",1,"2015-12-24 00:00:00",NA,"BODY",NA,NA,NA,"2016-03-08 00:00:00",NA,NA,2016,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","CAT",2012-06-19,NA,NA,"BLK/WHT",3,"2009-10-12 00:00:00",NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2012,6,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2012-07-31,NA,"MALE","DRK GRAY",1,"2012-01-30 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2014-02-25,"CHOCOLATE LAB.",NA,"BROWN",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2014,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2016-03-10,"BOXER","FEMALE","BRENDLE",1,"2016-04-07 00:00:00","NO","BODY",NA,NA,NA,"2016-03-22 00:00:00",NA,NA,2016,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2016-10-09,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2013-06-19,NA,"FEMALE","GOLDEN",3,"2011-08-11 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2010-11-06,NA,"MALE","TRI",NA,NA,"NO","BODY","2010-11-08 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","CAT",2011-08-12,NA,"MALE","BLACK",NA,NA,"NO","BODY","2011-08-15 00:00:00",NA,NA,NA,NA,NA,2011,8,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2011-04-29,"GOLD RETRIEVER","MALE","GOLDEN",1,"2010-06-25 00:00:00","NO","BODY","2011-05-02 00:00:00",NA,NA,NA,NA,NA,2011,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2017-06-14,"PIT BULL","MALE","BROWN",1,"2016-10-10 00:00:00",NA,"BODY",NA,NA,NA,"2017-06-27 00:00:00",NA,NA,2017,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2011-09-27,"COCKAPOO","FEMALE","WHITE",1,"2010-11-10 00:00:00","NO","HEAD","2011-09-29 00:00:00","RELEASED",NA,NA,NA,NA,2011,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2017-07-14,"SAMOYED","MALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2010-08-14,NA,"FEMALE","BLACK",NA,NA,"NO","BODY","2010-08-20 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","CAT",2010-03-11,NA,"FEMALE","BLK-WHT",1,"2010-03-23 00:00:00","NO","BODY","2010-03-11 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,3,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2016-07-14,"PIT BULL","FEMALE","BRINDEL",1,"2016-02-13 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2016,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2011-09-02,"BEAGLE","MALE","BRN-WHT",1,"2011-09-19 00:00:00","NO","BODY","2011-09-02 00:00:00","RELEASED",NA,NA,NA,NA,2011,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2011-06-29,NA,"FEMALE","SALT-PEPPE",NA,NA,"NO","HEAD","2011-06-30 00:00:00",NA,NA,NA,NA,NA,2011,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2015-05-18,"BEAGLE","FEMALE","BLACK",3,"2015-03-21 00:00:00","NO","BODY",NA,"RELEASED",NA,"2015-06-03 00:00:00",NA,NA,2015,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
"40245","DOG",2012-02-05,NA,"MALE","BROWN",1,"2012-03-05 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2683,-85.4845,4
